,full,mar20_pct_change,apr20_pct_change,may20_pct_change,jun20_pct_change,jul20_pct_change,aug20_pct_change,sep20_pct_change,oct20_pct_change,nov20_pct_change,dec20_pct_change,jan21_pct_change,feb21_pct_change,mar21_pct_change,apr21_pct_change,may21_pct_change
209,BURKE AV IRT,3.6333231985405896,-79.58984375,-80.9530806151435,-74.44931506849315,-66.758531722763,-73.03688677734479,-59.19019402811665,-57.78049975502205,-65.5541438623925,-59.57553058676655,-57.78626910548734,-66.97688381867307,-59.532541196029534,-60.1806640625,-55.30414340287982
210,BURNSIDE AV IRT,-4.380206236645712,-77.67138668829143,-79.05137074045606,-72.62884061027913,-62.32280235873004,-64.66675079774288,-65.06656895077562,-65.47745509813856,-59.737724072195064,-60.59873235652078,-53.63739414549576,-67.025840731329,-58.26060203701605,-60.20210841494604,-56.333269280041
211,BUSHWICK AV BMT,22.774869109947645,-86.5103509683164,-84.6141160949868,-77.42103889323936,-65.19168591224019,-49.795963383699124,-52.16122560641985,-45.153876898481215,-57.65512940442782,-58.12376823019314,-59.37531587991509,-66.33961069789524,-57.31659164494985,-61.8090079394524,-48.99406332453825
212,CANAL ST BMT,-13.474938935026866,-96.27087245141578,-96.63197937180341,-92.79636638909918,-86.43406443392793,-84.62050670322432,-79.32338104060584,-77.22425033529609,-77.62328346586399,-78.70342600069212,-80.33163907000514,-81.58664269028452,-73.66754593578926,-76.39810868933033,-73.10967230069564
213,CANAL ST IND,-8.598837730558884,-96.46366210287383,-96.97118265511794,-93.24316909908922,-86.58196225383999,-86.13621771126586,-81.85190896474153,-80.77133457529034,-82.7598936242344,-82.34639822031593,-83.09740974424358,-84.44899603212012,-79.41609224101799,-80.51926177241994,-78.68232437606518
214,CANAL ST IRT,-8.29815994923998,-96.70482227519187,-96.72035952332863,-94.58928113513976,-89.70128361676147,-88.37058212058211,-84.6665710598021,-84.12792802109726,-84.54758825501749,-84.91610000775654,-82.44882951342076,-85.64065944301282,-82.53662645528112,-83.31718050134897,-81.93294283983033
215,CANARSIE-ROCKAW BMT,-1.2637362637362637,,-88.9447632259285,-89.31448849358047,-74.34058728814966,-70.86958581376621,-64.79689259543355,-68.92595022658956,-63.03802035569854,-65.54942329157882,-69.60004512889942,-84.3097181440712,-70.41895222195723,-74.94250488492331,-69.76953149631125
216,CARROLL ST IND,1.4956788402564818,-94.2840909090909,-95.02620659532649,-91.12443317193144,-81.13565855034314,-79.97324457326687,-74.73446627721721,-73.69626866714164,-75.17575600930473,-77.56182795698925,-76.65491894069076,-80.51433686894718,-71.33066897394697,-67.34232954545455,-70.28690762175147
217,CASTLE HILL AV IRT,3.8431576213970398,-81.57080562254866,-83.63884555382215,-75.68154879494271,-62.36697012437492,-64.96326619134112,-56.62724306688418,-57.424354431670444,-57.3296258354066,-61.108492321433005,-58.39015409791354,-66.95302968686457,-60.870217554388596,-61.75546298326391,-58.11719968798752
218,CATHEDRAL PKWY IND,10.115204456260287,-87.24067092579632,-91.95660225267423,-88.10182996826255,-79.3198485356852,-75.64703631057743,-74.1806156424834,-70.62397611098439,-72.45559627854526,-75.03929516876241,-72.98562267273479,-74.85374893940072,-68.77443090365601,-68.43578571912319,-63.66527962353762
219,CATHEDRAL PKWY IRT,-12.126973523630898,-91.1377364095455,-91.77394855449587,-87.90409026798307,-80.39975944799646,-73.83988993827619,-73.56841964245844,-72.80962417038657,-73.65164445652039,-69.7217764965052,-74.57144364154227,-77.437540217665,-70.24984284315016,-75.2240320823844,-68.28357279812745
220,CENTRAL AV BMT,10.085287846481876,-88.76857214807353,-91.11432254032731,-86.40127153101204,-77.87198471459278,-78.59974445500114,-71.1267106289442,-73.51256575102279,-73.2439315302537,-75.65143101238787,-77.29937252311757,-80.92526461409774,-76.58983794951256,-68.79039704524469,-67.21087372573527
221,CENTRAL PK N110 IRT,-4.83592076081645,-99.74218612043086,-88.53767504282258,-83.92577646193592,-77.47182429921975,-76.48852831542648,-67.57533270508193,-68.52367153466771,-69.23034370851158,-66.18730188327429,-69.44417149782188,-76.45084800257213,-68.8681294807734,-72.51809994702455,-68.50377015310177
222,CHAMBERS ST BMT,-6.5168861817138115,-92.11989067346374,-93.36156432930626,-93.75768090797368,-81.95235124385869,-81.9339545528854,-79.0794900987327,-80.36841151368363,-82.54082683536853,-82.16957605985037,-84.39387875669392,-85.89827063251337,-79.11883603118017,-80.20299112489636,-77.20139494333043
223,CHAMBERS ST IND,-7.213310400505459,-95.04030503583942,-95.8361458464425,-91.28149845034362,-84.4856982056545,-86.13424758373434,-82.88523161682033,-82.42938091252326,-84.15184632093403,-83.99746690389313,-81.82283765110594,-87.1367051549147,-82.71733373685404,-84.58962145327135,-82.02889928724244
224,CHAMBERS ST IRT,-10.789496287157704,-95.6632771869906,-95.92918147247677,-92.0277537231256,-86.56737505150997,-85.19609071544919,-83.70726077771693,-83.1573249009684,-84.75586742357136,-86.02810242533107,-81.16222611474755,-87.98466804475726,-83.83296426289485,-86.2625164946053,-82.46290754940465
225,CHAUNCEY ST BMT,-6.67779632721202,-81.94588200502736,-84.77050484255837,-76.80114536994427,-69.47164476095722,-71.55792155792156,-64.31362598325299,-66.28522992159355,-63.22278331286111,-62.81119529921138,-66.4904432696218,-69.94677024888504,-63.39989363245178,-63.05387155601557,-62.550881953867034
226,CHRISTOPHER ST IRT,-4.076645657083151,-96.46506902527939,-96.75190976366675,-93.35681520314549,-86.73941549730961,-85.82926445109466,-80.93698118428334,-80.17923613500578,-80.06249132064991,-82.080052802791,-83.99481380105165,-83.98694494546079,-78.08288972047997,-79.34470806191358,-76.73967534017665
227,CHRISTOPHER ST PTH,0.2835261528434089,-96.5663903635404,-96.17167919799499,-90.29478967674271,-83.13488537408922,-83.66965952529114,-75.19880896183594,-74.52722235605879,-77.77934776465268,-76.54121612133127,-68.12038723281894,-67.63005780346822,-58.77746002859743,-51.091242122256375,-68.15789473684211
228,CHURCH AV BMT,-17.72858831682361,-84.41477053605861,-86.24844321998717,-78.83877209771897,-69.79733229733229,-68.3642299872808,-60.09227474916942,-60.00097167565467,-53.45948456001858,-61.94758717422468,-42.580142813734426,-69.30076927887923,-53.312357546328414,-63.889317392981106,-61.020115484771864
229,CHURCH AV IND,1.6760415985348942,-88.7742485610744,-86.15011948017938,-77.00510798458643,-64.94189913533394,-62.897598257305845,-54.147080831142915,-55.951683495881724,-57.98312726815704,-60.990230170558036,-57.53224164262684,-64.1891776736259,-61.28238529454335,-68.69466354011226,-55.523912403024646
230,CHURCH AV IRT,3.7053663927066784,-81.74555098966945,-83.92113764278815,-76.29070176412877,-71.01928374655647,-62.3569530743321,-59.91963648653723,-57.79428120403257,-58.901050935097196,-60.21332052952877,-57.00149112105192,-63.51327339280003,-59.743265292531056,-61.77371031908449,-57.61814367069638
231,CITY / BUS PTH,19.292942307501708,-80.08676830593862,-79.71740636357598,-71.99671211899427,-70.06850145489815,-72.55102897942041,-64.02947276062854,-66.58909114581213,-66.31718290642713,-62.5280646609789,-62.31324976671252,-69.89543016228696,-65.44702275616261,-58.073327725214796,-49.329575540182766
232,CITY HALL BMT,-10.02459134963113,-95.57133963438791,-96.46301362292408,-91.32562277580071,-81.97491569095526,-84.92444837832711,-73.123973727422,-80.40230059949485,-82.60845243755769,-85.61669726752349,-82.26482458863707,-86.97471862451219,-79.2475884244373,-81.62035202897731,-78.150819309735
233,CLARK ST IRT,1.040794353391554,-96.11172107222237,-95.93995405737485,-89.51749777741857,-86.16711083241887,-83.69178179746474,-78.74332802696881,-76.95781917896605,-71.99024585783003,-78.0910285509497,-81.63757423070001,-81.34357942243771,-76.8263083116268,-77.5915164823394,-72.72023078155885
234,CLASSON AV IND,2.8274685183005768,-90.38676368467135,-91.88489208633094,-86.59701788607134,-78.38362143624208,-76.2406788377475,-70.75933570125757,-68.27073663828696,-69.60137730101972,-72.59322516367777,-70.20104654365188,-74.95633556820103,-70.75738933875076,-70.5171945291507,-66.10071942446044
235,CLEVELAND ST BMT,1.7361869403799957,-75.9316261706726,-82.27192654673571,-60.87852315806824,-62.33111384058439,-63.51525821596245,-57.30990608906392,-56.811034482758615,-59.66139124033861,-61.12261580381472,-58.868219255893216,-67.40959491837076,-60.34667811527316,-54.201322941908444,-58.93877115251161
236,CLINTON-WASH AV IND,3.570343561361565,-94.18686147127801,-95.07215953817895,-90.8580223162755,-84.36474573866157,-82.95960161475675,-78.58910705446472,-76.98447837472013,-77.16662897408735,-78.27984835540367,-75.57392996108949,-78.23733465482408,-73.40390256344854,-71.55969485403132,-65.87641039097349
237,CONEY IS-STILLW BMT,-2.457288580315158,-77.3556251427957,-79.35187212612217,-79.47058152979302,-78.04306241667365,-73.36949675631416,-64.01911218353824,-59.32857958425218,-56.98039062601657,-51.43303960783135,-56.22351402870331,-60.29089212102357,-51.757540953877765,-53.90487454137379,-52.050945186482735
238,CORTELYOU RD BMT,-18.022733687424626,-88.87544770986028,-88.04248782900731,-80.49208664181926,-68.6998997995992,-68.27001467471058,-63.557220783514246,-60.583923090581635,-54.63868634773845,-65.43225940769271,-62.54157073420312,-72.56178814773841,-55.61050424113431,-68.67809957541688,-57.842805446356515
239,CORTLANDT ST BMT,-18.014348736687314,-96.84027952340254,-97.08897353099862,-94.8123312723156,-90.62530650094068,-89.13971266434255,-80.49067669002683,-83.88270098126385,-85.01097014985791,-88.72480821992337,-86.05973687919158,-89.84628342809012,-81.3983824680407,-77.78727397650529,-80.07617789874621
240,COURT SQ IND,-11.717783178517646,-94.92260318424722,-94.95035419386065,-90.39918881417441,-83.51686166551961,-83.64873264728227,-78.27730022909283,-80.05439564834813,-81.89597240267014,-84.00260473192968,-82.88491620111732,-81.15036156595463,-78.10167201486236,-85.97467515431033,-83.10575950016866
241,COURT SQ IRT,28.84576673779138,-89.88746185147508,-89.09477729737148,-81.83839587055786,-74.62529368873045,-77.46180368835606,-65.77595460818893,-68.7860554556169,-67.59872984554676,-61.39555773313735,-42.844418052256536,-80.77532690529652,-76.32483439570053,-72.97494913530011,-65.24603664813671
242,COURT SQ-23 ST IND,-15.927064449173695,-93.69062119366626,-94.15764492560396,-85.8302280048001,-80.0325225286266,-76.97360030608341,-73.59916187815486,-67.43673632903786,-71.24157200996173,-78.80032463540002,-96.73159458567184,-74.11365856461529,-64.35513609800306,-73.29273244011368,-68.42835048797397
243,CRESCENT ST BMT,0.1752942439094194,-80.4701122968543,-81.13471785763082,-61.51826733756289,-64.42526864213612,-66.14950634696756,-59.992901648394984,-54.875986471251416,-55.541774332472,-56.72036289602458,-55.87425628274576,-64.21079748279543,-56.313834726090995,-58.51991351049731,-55.90927722366443
244,CROWN HTS-UTICA IRT,-0.9616908515750302,-79.94087449323185,-80.34376764318424,-73.32804782218231,-66.87803083508913,-65.53410466837077,-60.348211818226915,-63.54705174178679,-59.57293905914113,-59.578619801298316,-58.7953428115865,-65.42507171804563,-59.93432591246015,-62.63991707709009,-59.3557493256383
245,CYPRESS AV IRT,-8.439874832364774,-78.34911430254157,-77.54987785016286,-71.15313506946278,-51.328963480515746,-66.02370906168375,-60.18755793032005,-57.50255188839741,-58.290540864807795,-64.9631588890988,-59.72615068140911,-63.94719865019106,-60.628844839371155,-61.3645630408191,-52.44299674267101
246,CYPRESS HILLS BMT,6.81371982907957,-82.83420138888889,-81.61764705882352,-60.16989902227922,-57.85461475632998,-63.017209813255214,-55.47557840616967,-56.44548704200179,-54.09525812217433,-56.94006309148265,-51.92038127277825,-63.62944438403827,-55.47626770461671,-55.03472222222222,-53.281387181738374
247,DEKALB AV BMT,-6.297220980561037,-91.71742903396743,-89.09820360821428,-85.4417523751544,-75.14016047731715,-70.64420953906875,-66.69379634653644,-63.70407702811198,-70.34813200805704,-72.82819826770188,-70.23732965855153,-77.30651967390584,-69.56670971645316,-75.0088722732952,-63.172682500289326
248,DELANCEY/ESSEX BMT,-1.3464534645346453,-86.6580360938285,-89.88682000730194,-83.31791927687718,-75.3149048585321,-75.83829742103123,-69.88760626057852,-71.08934401899674,-72.56986729117877,-73.21485295838698,-72.71813345620576,-76.75689522670993,-73.78894171626159,-68.10874521776094,-68.80803847802277
249,DELANCEY/ESSEX IND,8.243724214759778,-89.6309690673115,-91.60779105799026,-86.27061608592726,-79.23235763287435,-78.97702604920404,-74.97611472810189,-71.78139266876468,-73.53083615838078,-75.57691595362448,-78.27411691799216,-78.94012018886822,-73.5484715014609,-66.16984624602776,-68.95883134130146
250,DITMAS AV IND,9.958385351643779,-79.92403186955717,-82.46076434647178,-77.98539518900344,-65.55944895118321,-67.21164613661814,-59.24883035869,-60.416840698354356,-64.0616004605642,-57.947792071014824,-52.537210787444124,-67.32629902448735,-57.98357491579306,-55.637391143227724,-58.05678686953396
251,DYCKMAN ST IND,11.617881725295925,-88.7106881745387,-90.74787147563428,-88.82836391437309,-74.48032761391322,-74.73427862621482,-68.7241974629069,-67.25679190435599,-74.12690713466796,-68.60642109453669,-68.51622052827513,-73.00887702526538,-63.99018457270884,-64.31008471625856,-63.832199546485256
252,DYCKMAN ST IRT,-20.068622645473006,-81.45205604908874,-79.58874048386659,-72.9607325934405,-61.730286988018946,-59.38063063063063,-54.187465335551856,-48.99506646900139,-46.44421027982672,-55.30440521366111,-57.87920404406394,-70.28670969215833,-55.66652065995036,-64.21604542540526,-49.38365256969467
253,E 143/ST MARY'S IRT,12.857368504185754,-69.50788034737857,-70.78313253012048,-67.97642436149313,-47.59556103575832,-57.67399267399267,-58.75820292781424,-59.57446808510638,-57.59039470052443,-63.76928236083166,-54.171729445119475,-63.932518906340896,-60.349895031490554,-60.71083949823094,-48.62079898541535
254,E 149 ST IRT,11.458192624611643,-76.2774457798966,-79.45537496435699,-70.24457593688362,-48.481759656652365,-60.62711432832564,-57.89964491947922,-52.69787234042553,-54.71035504865004,-65.84683357879234,-58.34456207892204,-63.69657626783537,-62.64505377973034,-57.13086685019808,-46.731536926147704
255,E 180 ST IRT,14.40924216150349,-79.32029148954628,-80.69167366087761,-73.95269376067759,-63.86351155708652,-55.58725185306428,-56.26954504186422,-53.2551200325512,-45.76568006399585,-57.38673375412745,-54.60687593423019,-66.13121290588694,-61.89296028511152,-60.429860327925745,-56.373340219941035
256,EAST 105 ST BMT,-5.664757013038325,-71.22597601708372,-75.47750161234312,-67.85239361702128,-62.47036373098942,-62.175168431183835,-55.61503549400675,-63.33755381109142,-58.75578257517348,-59.47440540276011,-59.557124518613605,-74.68535031847134,-58.43149573320768,-66.18846848820019,-60.17760579451307
257,EAST BROADWAY IND,-6.000559753708369,-88.97822066206167,-91.23878229503923,-85.62923198926372,-79.72759406931995,-76.0592943966795,-70.33115745900335,-75.71712956300667,-76.33143507972665,-72.42135628374915,-71.08749049652026,-81.40096618357488,-77.05353421068303,-76.49693629763837,-70.18752308728624
258,EASTCHSTER/DYRE IRT,-9.064724519606633,-80.61713836477988,-82.55823325542033,-73.66782640542026,-61.132286425776286,-61.28862820625055,-56.49223416965352,-60.44563964656165,-58.18364386924021,-59.614262938912,-55.25372465553937,-69.24523128745447,-52.8235294117647,-58.490566037735846,-53.465785443701144
259,EASTN PKWY-MUSM IRT,-11.059060309528766,-97.85897435897436,-97.58758077838783,-92.6959815546772,-67.37858668400037,-80.14205098268145,-54.97054321102194,-33.40736040609137,-66.5396213771151,-70.23017082364264,-65.0014897209256,-67.44353965261342,-60.64921384261246,-65.30448717948718,-65.41713230649628
260,ELDER AV IRT,1.8584994526337228,-79.34057275122504,-80.14926843686881,-71.30783400151695,-59.792232699376704,-61.629876589680855,-55.78077040068579,-53.575189289475,-50.99946370240359,-55.33143316524154,-52.35031847133757,-61.47849052770582,-51.858331875328055,-54.01245967841225,-49.600965564806145
261,ELMHURST AV IND,-2.2668623966622885,-90.42833401273086,-90.51192339563576,-82.10330228619813,-64.33013232205843,-69.50505066988691,-60.80315562660735,-59.83387257341961,-62.665649585689074,-65.56032738928828,-61.89681770889391,-54.25205951965947,-52.681507715658995,-50.32297513405036,-45.79995703280852
262,EUCLID AV IND,-1.5207329744025693,-78.4368768215984,-84.67508643194806,-71.19751535928856,-61.11918738383969,-62.94569951007076,-57.933413586790515,-66.43829697934798,-59.22460701330109,-60.15076398554918,-57.836662210427605,-71.69553267316317,-59.81200844043737,-62.98051848443013,-68.7233942472777
263,EXCHANGE PLACE PTH,-0.5987755878633225,-96.01724634657607,-96.00054948289734,-91.75437998887261,-88.82640561522479,-88.16667643635328,-83.80104371839909,-83.01118290034512,-84.45207989737952,-84.86361022101717,-83.52516659204045,-88.55708035003977,-81.20904361924921,-81.02901876632988,-78.99307259061563
264,FAR ROCKAWAY IND,-0.7578504605120023,-75.08622510030267,-75.91870925447063,-68.00731261425959,-57.841189094666554,-58.31543697448404,-52.06101537028411,-17.787870890882694,-41.82957705557631,-51.276933880326716,-61.177691124387366,-64.49236436190621,-60.857174175161674,-57.36256774829309,-52.321812288305345
265,FLATBUSH AV-B.C IRT,8.83234315382337,-83.47184798964203,-86.3629307668426,-78.9360726787798,-68.17232375979113,-49.436932788073044,-53.67780419975011,-62.084181628911765,-64.19106210300392,-64.68922052861721,-57.56679610152493,-71.49903833399655,-67.31448056158101,-65.18878818630367,-62.61512987684984
266,FLUSHING AV BMT,-2.587208279066493,-80.24003765296517,-84.65306849559099,-74.6372811859328,-67.13047773912686,-70.98290295119183,-63.8236944449819,-63.06930043312771,-60.11563668805545,-61.63969990056947,-67.52769602789284,-67.18802619270346,-60.6905398569054,-59.4524631314716,-59.79335530417743
267,FLUSHING AV IND,-15.847265905203333,-77.31989548338932,-68.75932743010645,-69.74022459748342,-59.15589876901903,-55.56336378542984,-43.870765860909025,-45.03368209832306,-46.15134572877389,-46.561307172035086,-40.9325486645541,-46.59747858187644,-41.54481673332896,-51.720791340052266,-7.491791861506318
268,FLUSHING-MAIN IRT,-22.175550742862466,-89.0949172368207,-91.48967447382927,-85.47905404796994,-74.57091139749679,-71.73796384778073,-65.69436822008664,-62.08827221524823,-52.104994389692315,-62.61895044962637,-63.75571055437622,-69.52027905805917,-51.30481943483384,-53.191305280716506,-59.55305525322628
269,FORDHAM RD IND,8.75595144478918,-83.2459782044629,-83.62363709785974,-76.97085946145333,-66.19426474542493,-72.97382574399425,-51.21503418216557,-61.25209689324297,-60.10402803052938,-63.189039772422305,-61.44632455882607,-66.4462505663797,-64.35548544008414,-62.71536066424495,-60.03230582850989
270,FORDHAM RD IRT,-0.2415734922059904,-79.04542228530873,-80.25226770878012,-71.78909995973794,-63.75741478530323,-63.17216758491667,-60.46791673834508,-54.696362762377824,-54.095092741119124,-55.12322076920605,-51.37302020753687,-61.96767724430813,-52.28005301307329,-53.07439189625137,-49.79427790751243
271,FOREST AVE BMT,9.331815326633166,-86.64845555789032,-89.23586744639375,-79.79646936656283,-66.2053369516056,-66.37566660082955,-58.40525100279568,-60.42969154778765,-59.34622982593463,-64.15588140393648,-65.95127343066366,-69.45654914106673,-64.04897841933284,-59.113259088043705,-58.113060428849906
272,FOREST HILLS 71 IND,-2.7491365777080063,-90.81665039793518,-90.97605893186004,-85.62739492731586,-75.28620927592577,-72.82891603989589,-66.60288521488617,-66.61437088170693,-68.84493406776832,-68.15362639673009,-66.39195040346388,-73.62125869192785,-66.47489539748955,-69.79166042865612,-65.26166867903358
273,FRANKLIN AV IND,3.477309727309727,-87.67392211234079,-89.23589980769698,-84.42479778572005,-76.62462174551338,-76.5847450886821,-71.13177353492992,-69.13378296758607,-69.67422739549224,-68.68244629908332,-68.63917181499416,-73.0274663100504,-71.11777575653285,-72.95526490147482,-67.81967332830263
274,FRANKLIN AV IRT,14.219271046627274,-87.05367824954138,-88.52357144874729,-84.60275031399955,-78.84552706063985,-82.45609490752732,-77.71304950299054,-79.38150295707325,-77.62778779073332,-82.18488522976419,-74.68364272524055,-81.99146842934553,-78.17758086408688,-77.77497141945604,-72.94438324435782
275,FRANKLIN ST IRT,-16.030052764395503,-97.2338642078793,-97.19472880493186,-94.78186775732787,-59.16498316498316,-85.50908480393986,-82.29562649935413,-82.70514753392203,-82.78780883282491,-84.24096661512912,-82.68755983272031,-86.79757097500077,-80.75268082781231,-84.06538139145012,-80.88343419489847
276,FREEMAN ST IRT,-5.589311729382084,-79.96592361209713,-80.6162986292545,-74.97673336435552,-66.93027828837687,-66.30740393626992,-52.8865295288653,-60.97077946341828,-60.26468918535339,-58.65126168411763,-60.29535864978903,-68.49491201645789,-58.04666917576213,-60.155473519806904,-59.332164203142334
277,FRESH POND RD BMT,10.061153174140944,-85.64503883665246,-87.75699620306567,-78.61582091353407,-65.05039230491448,-64.14153199929993,-57.48125937031484,-58.43972722145311,-57.1436382525015,-61.97138732117076,-63.139702674586395,-68.31804607508532,-62.27014155311549,-59.42591835542837,-56.855575868372945
278,FT HAMILTON PKY BMT,43.22545255074054,-78.40012876227266,-82.23892785089826,-73.21700991609458,-58.14295494307665,-64.03353428786737,-56.83879187588998,-56.281213983864774,-60.0532519502359,-61.174836524806096,-62.95541127863926,-65.57863501483679,-59.155176816034725,-36.28145286764312,-34.27322509366894
279,FT HAMILTON PKY IND,3.2507826475849733,-95.19593732178258,-95.40198161896613,-90.92224342793818,-79.1245532454556,-79.46060052301584,-73.98371356556582,-73.74638445111236,-78.430749682338,-77.41636952557228,-75.63317774887138,-78.80387960981574,-75.20777498037305,-77.41628873258561,-67.91598818756383
280,FULTON ST BMT,4.393955631765084,-94.40760040002105,-95.91593310909134,-92.72814407506432,-89.83475091130012,-89.64163548290824,-82.48601446309183,-83.04767910632643,-85.43514928479114,-86.03240328366114,-86.91347036408644,-88.13693454508322,-83.95698593573555,-82.86488762566451,-82.2419427944369
