Date,Area,Mode of Transportation,Difference
11/21/20,New York City,Walking,71.94714286
11/22/20,New York City,Walking,70.67214286
11/23/20,New York City,Walking,70.10571429
11/24/20,New York City,Walking,69.68785714
11/25/20,New York City,Walking,70.22642857
11/26/20,New York City,Walking,68.58571429
11/27/20,New York City,Walking,67.84214286
11/28/20,New York City,Walking,66.29714286
11/29/20,New York City,Walking,66.18285714
11/30/20,New York City,Walking,65.40714286
12/1/20,New York City,Walking,65.41571429
12/2/20,New York City,Walking,65.49142857
12/3/20,New York City,Walking,65.61142857
12/4/20,New York City,Walking,64.90928571
12/5/20,New York City,Walking,63.75142857
12/6/20,New York City,Walking,63.95
12/7/20,New York City,Walking,63.92142857
12/8/20,New York City,Walking,63.40928571
12/9/20,New York City,Walking,62.58428571
12/10/20,New York City,Walking,64.73642857
12/11/20,New York City,Walking,65.90857143
12/12/20,New York City,Walking,66.95285714
12/13/20,New York City,Walking,67.86571429
12/14/20,New York City,Walking,68.215
12/15/20,New York City,Walking,68.56785714
12/16/20,New York City,Walking,67.77714286
12/17/20,New York City,Walking,65.94428571
12/18/20,New York City,Walking,65.73928571
12/19/20,New York City,Walking,66.01928571
12/20/20,New York City,Walking,65.65642857
12/21/20,New York City,Walking,66.27857143
12/22/20,New York City,Walking,67.17214286
12/23/20,New York City,Walking,68.43785714
12/24/20,New York City,Walking,67.91428571
12/25/20,New York City,Walking,64.23357143
12/26/20,New York City,Walking,62.16928571
12/27/20,New York City,Walking,61.05
12/28/20,New York City,Walking,62.10785714
12/29/20,New York City,Walking,62.25928571
12/30/20,New York City,Walking,63.89
12/31/20,New York City,Walking,66.06285714
1/1/21,New York City,Walking,64.48071429
1/2/21,New York City,Walking,64.34857143
1/3/21,New York City,Walking,63.51928571
1/4/21,New York City,Walking,62.89928571
1/5/21,New York City,Walking,61.99785714
1/6/21,New York City,Walking,60.67142857
1/7/21,New York City,Walking,60.64142857
1/8/21,New York City,Walking,63.04357143
1/9/21,New York City,Walking,63.89571429
1/10/21,New York City,Walking,63.90214286
1/11/21,New York City,Walking,62.81142857
1/12/21,New York City,Walking,62.205
1/13/21,New York City,Walking,61.26285714
1/14/21,New York City,Walking,60.66428571
1/15/21,New York City,Walking,62.21857143
1/16/21,New York City,Walking,62.30857143
1/17/21,New York City,Walking,63.63571429
1/18/21,New York City,Walking,63.83428571
1/19/21,New York City,Walking,63.65785714
1/20/21,New York City,Walking,63.45142857
1/21/21,New York City,Walking,63.46714286
1/22/21,New York City,Walking,63.80285714
1/23/21,New York City,Walking,63.77642857
1/24/21,New York City,Walking,63.51214286
1/25/21,New York City,Walking,63.47714286
1/26/21,New York City,Walking,62.84428571
1/27/21,New York City,Walking,62.72142857
1/28/21,New York City,Walking,62.35142857
1/29/21,New York City,Walking,61.72642857
1/30/21,New York City,Walking,61.255
1/31/21,New York City,Walking,60.14142857
2/1/21,New York City,Walking,57.46428571
2/2/21,New York City,Walking,56.18285714
2/3/21,New York City,Walking,56.19142857
2/4/21,New York City,Walking,56.4
2/5/21,New York City,Walking,56.50071429
2/6/21,New York City,Walking,57.21642857
2/7/21,New York City,Walking,56.32428571
2/8/21,New York City,Walking,56.23571429
2/9/21,New York City,Walking,56.47785714
2/10/21,New York City,Walking,56.60714286
2/11/21,New York City,Walking,56.73785714
2/12/21,New York City,Walking,57.87142857
2/13/21,New York City,Walking,58.94571429
2/14/21,New York City,Walking,61.06785714
2/15/21,New York City,Walking,63.21714286
2/16/21,New York City,Walking,64.71785714
2/17/21,New York City,Walking,65.25857143
2/18/21,New York City,Walking,63.61714286
2/19/21,New York City,Walking,62.70357143
2/20/21,New York City,Walking,62.52714286
2/21/21,New York City,Walking,63.95928571
2/22/21,New York City,Walking,63.71071429
2/23/21,New York City,Walking,64.13285714
2/24/21,New York City,Walking,64.78571429
2/25/21,New York City,Walking,65.47357143
2/26/21,New York City,Walking,65.85
2/27/21,New York City,Walking,65.765
2/28/21,New York City,Walking,64.35571429
3/1/21,New York City,Walking,64.71785714
3/2/21,New York City,Walking,64.765
3/3/21,New York City,Walking,65.22571429
3/4/21,New York City,Walking,67.11928571
3/5/21,New York City,Walking,68.53642857
3/6/21,New York City,Walking,69.155
3/7/21,New York City,Walking,69.65714286
3/8/21,New York City,Walking,70.5
3/9/21,New York City,Walking,71.49214286
3/10/21,New York City,Walking,71.73785714
3/11/21,New York City,Walking,72.70571429
3/12/21,New York City,Walking,66.75642857
3/13/21,New York City,Walking,68.07714286
3/14/21,New York City,Walking,69.03285714
3/15/21,New York City,Walking,69.24142857
3/16/21,New York City,Walking,69.50928571
3/17/21,New York City,Walking,69.72857143
3/18/21,New York City,Walking,69.61
3/19/21,New York City,Walking,70.26357143
3/20/21,New York City,Walking,72.26714286
3/21/21,New York City,Walking,73.82928571
3/22/21,New York City,Walking,74.715
3/23/21,New York City,Walking,74.94928571
3/24/21,New York City,Walking,74.56714286
3/25/21,New York City,Walking,74.65928571
3/26/21,New York City,Walking,82.09642857
3/27/21,New York City,Walking,83.58071429
3/28/21,New York City,Walking,83.095
3/29/21,New York City,Walking,84.1
3/30/21,New York City,Walking,85.75071429
3/31/21,New York City,Walking,86.01285714
4/1/21,New York City,Walking,87.20785714
4/2/21,New York City,Walking,87.49142857
4/3/21,New York City,Walking,87.04928571
4/4/21,New York City,Walking,85.93071429
4/5/21,New York City,Walking,86.42642857
4/6/21,New York City,Walking,87.065
4/7/21,New York City,Walking,88.54714286
4/8/21,New York City,Walking,89.25
4/9/21,New York City,Walking,89.24357143
4/10/21,New York City,Walking,89.32214286
4/11/21,New York City,Walking,89.54785714
4/12/21,New York City,Walking,88.91785714
4/13/21,New York City,Walking,88.72642857
4/14/21,New York City,Walking,89.28642857
4/15/21,New York City,Walking,88.66857143
4/16/21,New York City,Walking,89.34785714
4/17/21,New York City,Walking,90.55071429
4/18/21,New York City,Walking,92.12428571
4/19/21,New York City,Walking,92.1
4/20/21,New York City,Walking,92.78714286
4/21/21,New York City,Walking,91.89857143
4/22/21,New York City,Walking,91.11357143
4/23/21,New York City,Walking,91.88428571
4/24/21,New York City,Walking,92.85357143
4/25/21,New York City,Walking,93.78071429
4/26/21,New York City,Walking,94.61071429
4/27/21,New York City,Walking,94.51642857
4/28/21,New York City,Walking,95.39857143
4/29/21,New York City,Walking,96.21
4/30/21,New York City,Walking,96.75357143
5/1/21,New York City,Walking,97.45642857
5/2/21,New York City,Walking,97.90071429
5/3/21,New York City,Walking,97.76357143
5/4/21,New York City,Walking,97.34071429
5/5/21,New York City,Walking,97.80785714
5/6/21,New York City,Walking,99.01642857
5/7/21,New York City,Walking,99.29214286
5/8/21,New York City,Walking,97.69642857
5/9/21,New York City,Walking,97.65928571
5/10/21,New York City,Walking,97.93285714
5/11/21,New York City,Walking,98.52071429
5/12/21,New York City,Walking,98.55714286
5/13/21,New York City,Walking,100.3842857
5/14/21,New York City,Walking,102.0228571
5/15/21,New York City,Walking,103.5214286
5/16/21,New York City,Walking,103.8885714
1/26/20,Manhattan,Driving,104.7271429
1/27/20,Manhattan,Driving,103.8485714
1/28/20,Manhattan,Driving,103.5735714
1/29/20,Manhattan,Driving,103.2807143
1/30/20,Manhattan,Driving,103.2
1/31/20,Manhattan,Driving,103.33
2/1/20,Manhattan,Driving,104.0457143
2/2/20,Manhattan,Driving,102.5928571
2/3/20,Manhattan,Driving,102.8635714
2/4/20,Manhattan,Driving,103.115
2/5/20,Manhattan,Driving,103.2257143
2/6/20,Manhattan,Driving,103.38
2/7/20,Manhattan,Driving,103.5664286
2/8/20,Manhattan,Driving,104.4885714
2/9/20,Manhattan,Driving,104.8485714
2/10/20,Manhattan,Driving,105.3528571
2/11/20,Manhattan,Driving,106.0214286
2/12/20,Manhattan,Driving,106.4635714
2/13/20,Manhattan,Driving,107.1035714
2/14/20,Manhattan,Driving,108.6535714
2/15/20,Manhattan,Driving,109.8371429
2/16/20,Manhattan,Driving,112.0892857
2/17/20,Manhattan,Driving,113.09
2/18/20,Manhattan,Driving,113.6271429
2/19/20,Manhattan,Driving,114.2728571
2/20/20,Manhattan,Driving,114.7707143
2/21/20,Manhattan,Driving,115.1
2/22/20,Manhattan,Driving,115.4392857
2/23/20,Manhattan,Driving,115.4392857
2/24/20,Manhattan,Driving,115.41
2/25/20,Manhattan,Driving,115.2021429
2/26/20,Manhattan,Driving,115.13
2/27/20,Manhattan,Driving,114.8421429
2/28/20,Manhattan,Driving,113.7678571
2/29/20,Manhattan,Driving,113.1771429
3/1/20,Manhattan,Driving,111.7907143
3/2/20,Manhattan,Driving,111.1314286
3/3/20,Manhattan,Driving,110.9214286
3/4/20,Manhattan,Driving,110.7335714
3/5/20,Manhattan,Driving,110.6635714
3/6/20,Manhattan,Driving,110.2042857
3/7/20,Manhattan,Driving,109.6257143
3/8/20,Manhattan,Driving,109.3642857
3/9/20,Manhattan,Driving,109.8371429
3/10/20,Manhattan,Driving,109.6642857
3/11/20,Manhattan,Driving,108.8228571
3/12/20,Manhattan,Driving,106.82
3/13/20,Manhattan,Driving,102.9578571
3/14/20,Manhattan,Driving,97.90571429
3/15/20,Manhattan,Driving,93.88928571
3/16/20,Manhattan,Driving,89.92714286
3/17/20,Manhattan,Driving,85.30071429
3/18/20,Manhattan,Driving,80.13714286
3/19/20,Manhattan,Driving,74.19071429
3/20/20,Manhattan,Driving,67.24714286
3/21/20,Manhattan,Driving,59.42785714
3/22/20,Manhattan,Driving,53.55071429
3/23/20,Manhattan,Driving,47.64785714
3/24/20,Manhattan,Driving,42.26142857
3/25/20,Manhattan,Driving,37.26214286
3/26/20,Manhattan,Driving,33.01214286
3/27/20,Manhattan,Driving,29.04785714
3/28/20,Manhattan,Driving,25.83928571
3/29/20,Manhattan,Driving,23.84
3/30/20,Manhattan,Driving,22.24428571
3/31/20,Manhattan,Driving,21.12357143
4/1/20,Manhattan,Driving,20.21928571
4/2/20,Manhattan,Driving,19.55357143
4/3/20,Manhattan,Driving,18.91857143
4/4/20,Manhattan,Driving,18.59214286
4/5/20,Manhattan,Driving,18.52285714
4/6/20,Manhattan,Driving,18.52142857
4/7/20,Manhattan,Driving,18.45
4/8/20,Manhattan,Driving,18.46071429
4/9/20,Manhattan,Driving,18.40285714
4/10/20,Manhattan,Driving,18.31285714
4/11/20,Manhattan,Driving,18.46428571
4/12/20,Manhattan,Driving,18.55785714
4/13/20,Manhattan,Driving,18.55857143
4/14/20,Manhattan,Driving,18.70071429
4/15/20,Manhattan,Driving,18.85214286
4/16/20,Manhattan,Driving,19.02571429
4/17/20,Manhattan,Driving,19.23357143
4/18/20,Manhattan,Driving,19.40071429
4/19/20,Manhattan,Driving,19.73071429
4/20/20,Manhattan,Driving,19.95357143
4/21/20,Manhattan,Driving,20.085
4/22/20,Manhattan,Driving,20.33071429
4/23/20,Manhattan,Driving,20.55285714
4/24/20,Manhattan,Driving,20.75928571
4/25/20,Manhattan,Driving,21.195
4/26/20,Manhattan,Driving,21.37642857
4/27/20,Manhattan,Driving,21.62285714
4/28/20,Manhattan,Driving,21.97785714
4/29/20,Manhattan,Driving,22.16571429
4/30/20,Manhattan,Driving,22.36357143
5/1/20,Manhattan,Driving,22.695
5/2/20,Manhattan,Driving,23.37285714
5/3/20,Manhattan,Driving,23.75357143
5/4/20,Manhattan,Driving,24.11214286
5/5/20,Manhattan,Driving,24.6
5/6/20,Manhattan,Driving,24.82071429
5/7/20,Manhattan,Driving,25.24428571
5/8/20,Manhattan,Driving,25.56571429
5/9/20,Manhattan,Driving,25.66642857
5/10/20,Manhattan,Driving,26.105
5/11/20,Manhattan,Driving,24.53714286
5/12/20,Manhattan,Driving,22.73428571
5/13/20,Manhattan,Driving,23.16214286
5/14/20,Manhattan,Driving,23.65928571
5/15/20,Manhattan,Driving,24.27642857
5/16/20,Manhattan,Driving,24.63071429
5/17/20,Manhattan,Driving,24.84357143
5/18/20,Manhattan,Driving,25.12357143
5/19/20,Manhattan,Driving,25.45285714
5/20/20,Manhattan,Driving,25.99928571
5/21/20,Manhattan,Driving,26.50571429
5/22/20,Manhattan,Driving,27.32714286
5/23/20,Manhattan,Driving,27.55714286
5/24/20,Manhattan,Driving,28.14928571
5/25/20,Manhattan,Driving,30.43714286
5/26/20,Manhattan,Driving,33.055
5/27/20,Manhattan,Driving,33.63428571
5/28/20,Manhattan,Driving,34.04857143
5/29/20,Manhattan,Driving,34.335
5/30/20,Manhattan,Driving,34.87357143
5/31/20,Manhattan,Driving,35.37642857
6/1/20,Manhattan,Driving,36.07571429
6/2/20,Manhattan,Driving,36.52714286
6/3/20,Manhattan,Driving,36.51214286
6/4/20,Manhattan,Driving,36.68
6/5/20,Manhattan,Driving,36.55571429
6/6/20,Manhattan,Driving,37.115
6/7/20,Manhattan,Driving,37.20785714
6/8/20,Manhattan,Driving,37.84285714
6/9/20,Manhattan,Driving,38.25285714
6/10/20,Manhattan,Driving,38.64071429
6/11/20,Manhattan,Driving,38.98785714
6/12/20,Manhattan,Driving,39.83642857
6/13/20,Manhattan,Driving,40.10642857
6/14/20,Manhattan,Driving,40.34071429
6/15/20,Manhattan,Driving,40.65785714
6/16/20,Manhattan,Driving,41.24357143
6/17/20,Manhattan,Driving,42.26357143
6/18/20,Manhattan,Driving,43.035
6/19/20,Manhattan,Driving,44.59714286
6/20/20,Manhattan,Driving,45.29928571
6/21/20,Manhattan,Driving,45.63428571
6/22/20,Manhattan,Driving,46.315
6/23/20,Manhattan,Driving,47.12
6/24/20,Manhattan,Driving,47.94285714
6/25/20,Manhattan,Driving,49.02142857
6/26/20,Manhattan,Driving,49.87142857
6/27/20,Manhattan,Driving,50.22214286
6/28/20,Manhattan,Driving,50.86357143
6/29/20,Manhattan,Driving,51.59357143
6/30/20,Manhattan,Driving,52.31142857
7/1/20,Manhattan,Driving,53.07214286
7/2/20,Manhattan,Driving,54.345
7/3/20,Manhattan,Driving,53.75428571
7/4/20,Manhattan,Driving,53.70571429
7/5/20,Manhattan,Driving,54.05857143
7/6/20,Manhattan,Driving,54.12642857
7/7/20,Manhattan,Driving,54.30571429
7/8/20,Manhattan,Driving,54.50642857
7/9/20,Manhattan,Driving,55.01071429
7/10/20,Manhattan,Driving,54.32785714
7/11/20,Manhattan,Driving,54.67285714
7/12/20,Manhattan,Driving,55.15428571
7/13/20,Manhattan,Driving,55.35428571
7/14/20,Manhattan,Driving,55.72
7/15/20,Manhattan,Driving,56.17071429
7/16/20,Manhattan,Driving,56.09142857
7/17/20,Manhattan,Driving,57.43285714
7/18/20,Manhattan,Driving,58.845
7/19/20,Manhattan,Driving,59.52285714
7/20/20,Manhattan,Driving,60.02071429
7/21/20,Manhattan,Driving,60.47214286
7/22/20,Manhattan,Driving,60.73071429
7/23/20,Manhattan,Driving,60.71571429
7/24/20,Manhattan,Driving,62.03642857
7/25/20,Manhattan,Driving,63.22285714
7/26/20,Manhattan,Driving,63.41428571
7/27/20,Manhattan,Driving,63.70857143
7/28/20,Manhattan,Driving,63.86642857
7/29/20,Manhattan,Driving,64.125
7/30/20,Manhattan,Driving,64.32428571
7/31/20,Manhattan,Driving,64.64785714
8/1/20,Manhattan,Driving,65.02714286
8/2/20,Manhattan,Driving,65.06785714
8/3/20,Manhattan,Driving,65.53785714
8/4/20,Manhattan,Driving,64.84214286
8/5/20,Manhattan,Driving,65.79
8/6/20,Manhattan,Driving,66.44714286
8/7/20,Manhattan,Driving,66.65714286
8/8/20,Manhattan,Driving,66.76357143
8/9/20,Manhattan,Driving,67.16357143
8/10/20,Manhattan,Driving,67.50357143
8/11/20,Manhattan,Driving,67.77642857
8/12/20,Manhattan,Driving,67.65642857
8/13/20,Manhattan,Driving,67.575
8/14/20,Manhattan,Driving,68.24428571
8/15/20,Manhattan,Driving,68.56857143
8/16/20,Manhattan,Driving,68.36071429
8/17/20,Manhattan,Driving,68.54714286
8/18/20,Manhattan,Driving,69.91785714
8/19/20,Manhattan,Driving,69.52285714
8/20/20,Manhattan,Driving,69.79214286
8/21/20,Manhattan,Driving,70.545
8/22/20,Manhattan,Driving,71.00285714
8/23/20,Manhattan,Driving,71.155
8/24/20,Manhattan,Driving,71.19285714
8/25/20,Manhattan,Driving,71.27642857
8/26/20,Manhattan,Driving,71.70857143
8/27/20,Manhattan,Driving,72.125
8/28/20,Manhattan,Driving,71.90071429
8/29/20,Manhattan,Driving,71.245
8/30/20,Manhattan,Driving,72.71142857
8/31/20,Manhattan,Driving,72.69714286
9/1/20,Manhattan,Driving,72.59714286
9/2/20,Manhattan,Driving,72.63214286
9/3/20,Manhattan,Driving,72.50285714
9/4/20,Manhattan,Driving,72.80857143
9/5/20,Manhattan,Driving,73.15571429
9/6/20,Manhattan,Driving,73.705
9/7/20,Manhattan,Driving,73.46214286
9/8/20,Manhattan,Driving,73.46
9/9/20,Manhattan,Driving,73.38
9/10/20,Manhattan,Driving,73.05785714
9/11/20,Manhattan,Driving,73.88214286
9/12/20,Manhattan,Driving,75.55071429
9/13/20,Manhattan,Driving,75.17714286
9/14/20,Manhattan,Driving,75.17571429
9/15/20,Manhattan,Driving,75.14285714
9/16/20,Manhattan,Driving,75.29857143
9/17/20,Manhattan,Driving,75.37
9/18/20,Manhattan,Driving,75.23285714
9/19/20,Manhattan,Driving,75.71214286
9/20/20,Manhattan,Driving,75.51214286
9/21/20,Manhattan,Driving,75.57428571
9/22/20,Manhattan,Driving,75.46571429
9/23/20,Manhattan,Driving,75.51214286
9/24/20,Manhattan,Driving,76.03571429
9/25/20,Manhattan,Driving,76.03642857
9/26/20,Manhattan,Driving,76.21285714
9/27/20,Manhattan,Driving,76.40857143
9/28/20,Manhattan,Driving,76.09642857
9/29/20,Manhattan,Driving,75.56428571
9/30/20,Manhattan,Driving,75.32285714
10/1/20,Manhattan,Driving,75.30857143
10/2/20,Manhattan,Driving,75.17928571
10/3/20,Manhattan,Driving,75.26928571
10/4/20,Manhattan,Driving,75.065
10/5/20,Manhattan,Driving,74.95214286
10/6/20,Manhattan,Driving,74.85285714
10/7/20,Manhattan,Driving,74.45714286
10/8/20,Manhattan,Driving,74.28642857
10/9/20,Manhattan,Driving,74.21928571
10/10/20,Manhattan,Driving,74.52428571
10/11/20,Manhattan,Driving,74.36714286
10/12/20,Manhattan,Driving,73.66142857
10/13/20,Manhattan,Driving,73.52214286
10/14/20,Manhattan,Driving,73.64928571
10/15/20,Manhattan,Driving,73.68142857
10/16/20,Manhattan,Driving,72.855
10/17/20,Manhattan,Driving,72.98928571
10/18/20,Manhattan,Driving,73.17714286
10/19/20,Manhattan,Driving,73.22285714
10/20/20,Manhattan,Driving,73.12857143
10/21/20,Manhattan,Driving,73.22785714
10/22/20,Manhattan,Driving,73.14785714
10/23/20,Manhattan,Driving,72.87428571
10/24/20,Manhattan,Driving,72.42928571
10/25/20,Manhattan,Driving,72.38214286
10/26/20,Manhattan,Driving,72.93142857
10/27/20,Manhattan,Driving,73.12071429
10/28/20,Manhattan,Driving,72.73
10/29/20,Manhattan,Driving,71.91214286
10/30/20,Manhattan,Driving,72.08642857
10/31/20,Manhattan,Driving,71.20428571
11/1/20,Manhattan,Driving,70.21428571
11/2/20,Manhattan,Driving,69.76714286
11/3/20,Manhattan,Driving,68.79642857
11/4/20,Manhattan,Driving,67.70785714
11/5/20,Manhattan,Driving,66.91214286
11/6/20,Manhattan,Driving,66.09714286
11/7/20,Manhattan,Driving,65.61214286
11/8/20,Manhattan,Driving,65.47928571
11/9/20,Manhattan,Driving,65.22142857
11/10/20,Manhattan,Driving,65.09785714
11/11/20,Manhattan,Driving,64.49214286
11/12/20,Manhattan,Driving,63.95214286
11/13/20,Manhattan,Driving,63.48785714
11/14/20,Manhattan,Driving,63.305
11/15/20,Manhattan,Driving,63.165
11/16/20,Manhattan,Driving,62.99785714
11/17/20,Manhattan,Driving,63.29928571
11/18/20,Manhattan,Driving,63.60642857
11/19/20,Manhattan,Driving,63.45857143
11/20/20,Manhattan,Driving,63.17928571
11/21/20,Manhattan,Driving,62.39928571
11/22/20,Manhattan,Driving,61.47714286
11/23/20,Manhattan,Driving,61.26285714
11/24/20,Manhattan,Driving,61.06285714
11/25/20,Manhattan,Driving,61.45714286
11/26/20,Manhattan,Driving,59.76785714
11/27/20,Manhattan,Driving,58.57071429
11/28/20,Manhattan,Driving,57.125
11/29/20,Manhattan,Driving,56.99142857
11/30/20,Manhattan,Driving,56.38714286
12/1/20,Manhattan,Driving,56.10142857
12/2/20,Manhattan,Driving,55.79071429
12/3/20,Manhattan,Driving,55.59714286
12/4/20,Manhattan,Driving,54.90785714
12/5/20,Manhattan,Driving,54.09285714
12/6/20,Manhattan,Driving,54.36285714
12/7/20,Manhattan,Driving,54.13142857
12/8/20,Manhattan,Driving,53.59285714
12/9/20,Manhattan,Driving,53.02928571
12/10/20,Manhattan,Driving,54.885
12/11/20,Manhattan,Driving,56.14928571
12/12/20,Manhattan,Driving,57.14214286
12/13/20,Manhattan,Driving,58.04357143
12/14/20,Manhattan,Driving,58.27214286
12/15/20,Manhattan,Driving,58.76642857
12/16/20,Manhattan,Driving,58.15714286
12/17/20,Manhattan,Driving,56.48714286
12/18/20,Manhattan,Driving,56.22071429
12/19/20,Manhattan,Driving,56.25
12/20/20,Manhattan,Driving,55.75357143
12/21/20,Manhattan,Driving,56.35357143
12/22/20,Manhattan,Driving,57.19571429
12/23/20,Manhattan,Driving,58.44142857
12/24/20,Manhattan,Driving,57.78214286
12/25/20,Manhattan,Driving,54.97357143
12/26/20,Manhattan,Driving,53.52642857
12/27/20,Manhattan,Driving,52.57642857
12/28/20,Manhattan,Driving,53.30285714
12/29/20,Manhattan,Driving,53.41214286
12/30/20,Manhattan,Driving,54.87357143
12/31/20,Manhattan,Driving,56.715
1/1/21,Manhattan,Driving,55.71
1/2/21,Manhattan,Driving,55.94785714
1/3/21,Manhattan,Driving,55.37071429
1/4/21,Manhattan,Driving,54.53142857
1/5/21,Manhattan,Driving,53.56857143
1/6/21,Manhattan,Driving,52.01714286
1/7/21,Manhattan,Driving,52.09
1/8/21,Manhattan,Driving,53.82285714
1/9/21,Manhattan,Driving,54.26642857
1/10/21,Manhattan,Driving,54.07928571
1/11/21,Manhattan,Driving,53.22785714
1/12/21,Manhattan,Driving,52.61285714
1/13/21,Manhattan,Driving,51.63214286
1/14/21,Manhattan,Driving,51.25714286
1/15/21,Manhattan,Driving,52.51357143
1/16/21,Manhattan,Driving,52.31928571
1/17/21,Manhattan,Driving,53.31428571
1/18/21,Manhattan,Driving,53.63071429
1/19/21,Manhattan,Driving,53.62142857
1/20/21,Manhattan,Driving,53.55214286
1/21/21,Manhattan,Driving,53.795
1/22/21,Manhattan,Driving,54.18214286
1/23/21,Manhattan,Driving,54.27071429
1/24/21,Manhattan,Driving,54.18642857
1/25/21,Manhattan,Driving,54.22785714
1/26/21,Manhattan,Driving,53.83642857
1/27/21,Manhattan,Driving,53.89785714
1/28/21,Manhattan,Driving,53.935
1/29/21,Manhattan,Driving,53.71
1/30/21,Manhattan,Driving,53.54285714
1/31/21,Manhattan,Driving,52.835
2/1/21,Manhattan,Driving,50.59
2/2/21,Manhattan,Driving,49.22928571
2/3/21,Manhattan,Driving,49.18142857
2/4/21,Manhattan,Driving,49.31142857
2/5/21,Manhattan,Driving,49.27285714
2/6/21,Manhattan,Driving,49.55214286
2/7/21,Manhattan,Driving,48.515
2/8/21,Manhattan,Driving,48.39285714
2/9/21,Manhattan,Driving,48.56571429
2/10/21,Manhattan,Driving,48.78428571
2/11/21,Manhattan,Driving,48.84071429
2/12/21,Manhattan,Driving,49.795
2/13/21,Manhattan,Driving,50.66357143
2/14/21,Manhattan,Driving,52.44
2/15/21,Manhattan,Driving,54.51928571
2/16/21,Manhattan,Driving,56.085
2/17/21,Manhattan,Driving,56.93428571
2/18/21,Manhattan,Driving,55.68571429
2/19/21,Manhattan,Driving,55.125
2/20/21,Manhattan,Driving,55.26642857
2/21/21,Manhattan,Driving,56.70214286
2/22/21,Manhattan,Driving,56.76642857
2/23/21,Manhattan,Driving,57.16642857
2/24/21,Manhattan,Driving,57.52857143
2/25/21,Manhattan,Driving,58.16642857
2/26/21,Manhattan,Driving,58.29857143
2/27/21,Manhattan,Driving,58.12857143
2/28/21,Manhattan,Driving,56.99714286
3/1/21,Manhattan,Driving,57.24142857
3/2/21,Manhattan,Driving,57.46785714
3/3/21,Manhattan,Driving,57.59142857
3/4/21,Manhattan,Driving,59.20571429
3/5/21,Manhattan,Driving,60.58785714
3/6/21,Manhattan,Driving,61.21142857
3/7/21,Manhattan,Driving,61.66214286
3/8/21,Manhattan,Driving,62.18928571
3/9/21,Manhattan,Driving,62.72571429
3/10/21,Manhattan,Driving,62.90357143
3/11/21,Manhattan,Driving,63.36357143
3/12/21,Manhattan,Driving,58.03785714
3/13/21,Manhattan,Driving,59.08
3/14/21,Manhattan,Driving,59.80857143
3/15/21,Manhattan,Driving,60.10428571
3/16/21,Manhattan,Driving,60.35285714
3/17/21,Manhattan,Driving,60.56285714
3/18/21,Manhattan,Driving,60.71571429
3/19/21,Manhattan,Driving,61.24714286
3/20/21,Manhattan,Driving,62.50928571
3/21/21,Manhattan,Driving,63.62214286
3/22/21,Manhattan,Driving,64.15928571
3/23/21,Manhattan,Driving,64.45214286
3/24/21,Manhattan,Driving,64.50928571
3/25/21,Manhattan,Driving,64.71428571
3/26/21,Manhattan,Driving,71.05857143
3/27/21,Manhattan,Driving,72.185
3/28/21,Manhattan,Driving,71.88642857
3/29/21,Manhattan,Driving,72.49785714
3/30/21,Manhattan,Driving,73.60214286
3/31/21,Manhattan,Driving,73.92357143
4/1/21,Manhattan,Driving,74.685
4/2/21,Manhattan,Driving,74.88857143
4/3/21,Manhattan,Driving,74.76785714
4/4/21,Manhattan,Driving,74.19428571
4/5/21,Manhattan,Driving,74.66285714
4/6/21,Manhattan,Driving,75.25642857
4/7/21,Manhattan,Driving,76.21357143
4/8/21,Manhattan,Driving,76.85928571
4/9/21,Manhattan,Driving,77.07285714
4/10/21,Manhattan,Driving,77.15857143
4/11/21,Manhattan,Driving,77.47571429
4/12/21,Manhattan,Driving,77.32214286
4/13/21,Manhattan,Driving,77.22357143
4/14/21,Manhattan,Driving,77.56642857
4/15/21,Manhattan,Driving,77.43571429
4/16/21,Manhattan,Driving,78.32785714
4/17/21,Manhattan,Driving,79.35
4/18/21,Manhattan,Driving,80.43285714
4/19/21,Manhattan,Driving,80.43928571
4/20/21,Manhattan,Driving,81.01428571
4/21/21,Manhattan,Driving,80.51857143
4/22/21,Manhattan,Driving,80.155
4/23/21,Manhattan,Driving,80.72071429
4/24/21,Manhattan,Driving,81.69857143
4/25/21,Manhattan,Driving,82.27428571
4/26/21,Manhattan,Driving,82.7
4/27/21,Manhattan,Driving,82.60214286
4/28/21,Manhattan,Driving,83.29428571
4/29/21,Manhattan,Driving,83.735
4/30/21,Manhattan,Driving,83.83214286
5/1/21,Manhattan,Driving,84.05785714
5/2/21,Manhattan,Driving,84.34642857
5/3/21,Manhattan,Driving,84.36285714
5/4/21,Manhattan,Driving,83.95428571
5/5/21,Manhattan,Driving,84.42928571
5/6/21,Manhattan,Driving,85.19357143
5/7/21,Manhattan,Driving,85.38214286
5/8/21,Manhattan,Driving,84.03071429
5/9/21,Manhattan,Driving,84.22285714
5/10/21,Manhattan,Driving,84.47
5/11/21,Manhattan,Driving,85.07
5/12/21,Manhattan,Driving,85.08857143
5/13/21,Manhattan,Driving,86.22214286
5/14/21,Manhattan,Driving,87.39071429
5/15/21,Manhattan,Driving,88.545
5/16/21,Manhattan,Driving,88.84142857
1/26/20,Manhattan,Transit,96.66714286
1/27/20,Manhattan,Transit,95.55714286
1/28/20,Manhattan,Transit,95.55071429
1/29/20,Manhattan,Transit,95.46357143
1/30/20,Manhattan,Transit,95.75857143
