Date,Area,Mode of Transportation,Difference
2/21/20,Staten Island,Driving,110.3892857
2/22/20,Staten Island,Driving,110.6685714
2/23/20,Staten Island,Driving,110.8521429
2/24/20,Staten Island,Driving,110.6871429
2/25/20,Staten Island,Driving,110.4657143
2/26/20,Staten Island,Driving,110.9171429
2/27/20,Staten Island,Driving,110.7485714
2/28/20,Staten Island,Driving,110.6414286
2/29/20,Staten Island,Driving,111.2942857
3/1/20,Staten Island,Driving,111.9114286
3/2/20,Staten Island,Driving,111.9471429
3/3/20,Staten Island,Driving,111.9585714
3/4/20,Staten Island,Driving,112.1464286
3/5/20,Staten Island,Driving,112.2971429
3/6/20,Staten Island,Driving,112.6342857
3/7/20,Staten Island,Driving,113
3/8/20,Staten Island,Driving,113.3457143
3/9/20,Staten Island,Driving,113.7828571
3/10/20,Staten Island,Driving,113.7214286
3/11/20,Staten Island,Driving,113.165
3/12/20,Staten Island,Driving,112.0478571
3/13/20,Staten Island,Driving,110.0592857
3/14/20,Staten Island,Driving,107.6064286
3/15/20,Staten Island,Driving,104.8542857
3/16/20,Staten Island,Driving,102.8457143
3/17/20,Staten Island,Driving,100.2307143
3/18/20,Staten Island,Driving,97.06071429
3/19/20,Staten Island,Driving,93.67571429
3/20/20,Staten Island,Driving,89.37928571
3/21/20,Staten Island,Driving,84.37928571
3/22/20,Staten Island,Driving,80.18214286
3/23/20,Staten Island,Driving,75.49142857
3/24/20,Staten Island,Driving,71.53571429
3/25/20,Staten Island,Driving,67.41714286
3/26/20,Staten Island,Driving,64.20928571
3/27/20,Staten Island,Driving,60.76571429
3/28/20,Staten Island,Driving,57.35285714
3/29/20,Staten Island,Driving,55.18571429
3/30/20,Staten Island,Driving,53.175
3/31/20,Staten Island,Driving,51.59857143
4/1/20,Staten Island,Driving,50.24857143
4/2/20,Staten Island,Driving,49.12714286
4/3/20,Staten Island,Driving,48.03642857
4/4/20,Staten Island,Driving,47.58928571
4/5/20,Staten Island,Driving,47.67
4/6/20,Staten Island,Driving,48.22142857
4/7/20,Staten Island,Driving,48.31571429
4/8/20,Staten Island,Driving,48.65214286
4/9/20,Staten Island,Driving,48.55642857
4/10/20,Staten Island,Driving,48.60428571
4/11/20,Staten Island,Driving,49.28285714
4/12/20,Staten Island,Driving,49.25785714
4/13/20,Staten Island,Driving,49.17
4/14/20,Staten Island,Driving,49.75642857
4/15/20,Staten Island,Driving,50.35571429
4/16/20,Staten Island,Driving,51.04857143
4/17/20,Staten Island,Driving,51.87571429
4/18/20,Staten Island,Driving,52.17071429
4/19/20,Staten Island,Driving,52.88642857
4/20/20,Staten Island,Driving,53.40428571
4/21/20,Staten Island,Driving,53.77214286
4/22/20,Staten Island,Driving,54.52785714
4/23/20,Staten Island,Driving,55.20571429
4/24/20,Staten Island,Driving,55.62642857
4/25/20,Staten Island,Driving,56.55214286
4/26/20,Staten Island,Driving,57.33714286
4/27/20,Staten Island,Driving,58.12285714
4/28/20,Staten Island,Driving,58.98071429
4/29/20,Staten Island,Driving,59.44642857
4/30/20,Staten Island,Driving,59.6
5/1/20,Staten Island,Driving,60.26
5/2/20,Staten Island,Driving,61.69571429
5/3/20,Staten Island,Driving,62.60642857
5/4/20,Staten Island,Driving,63.44142857
5/5/20,Staten Island,Driving,64.665
5/6/20,Staten Island,Driving,65.08071429
5/7/20,Staten Island,Driving,66.395
5/8/20,Staten Island,Driving,67.21857143
5/9/20,Staten Island,Driving,67.82
5/10/20,Staten Island,Driving,69.42785714
5/11/20,Staten Island,Driving,65.46785714
5/12/20,Staten Island,Driving,60.65571429
5/13/20,Staten Island,Driving,61.95285714
5/14/20,Staten Island,Driving,63.48
5/15/20,Staten Island,Driving,65.32785714
5/16/20,Staten Island,Driving,66.75142857
5/17/20,Staten Island,Driving,67.60714286
5/18/20,Staten Island,Driving,68.52214286
5/19/20,Staten Island,Driving,69.54642857
5/20/20,Staten Island,Driving,71.32571429
5/21/20,Staten Island,Driving,72.57357143
5/22/20,Staten Island,Driving,74.70428571
5/23/20,Staten Island,Driving,75.51857143
5/24/20,Staten Island,Driving,76.62
5/25/20,Staten Island,Driving,82.245
5/26/20,Staten Island,Driving,89.44428571
5/27/20,Staten Island,Driving,90.90857143
5/28/20,Staten Island,Driving,92.20142857
5/29/20,Staten Island,Driving,93.06714286
5/30/20,Staten Island,Driving,94.03214286
5/31/20,Staten Island,Driving,94.99142857
6/1/20,Staten Island,Driving,96.15071429
6/2/20,Staten Island,Driving,96.46
6/3/20,Staten Island,Driving,96.55428571
6/4/20,Staten Island,Driving,97.30071429
6/5/20,Staten Island,Driving,97.60285714
6/6/20,Staten Island,Driving,99.43357143
6/7/20,Staten Island,Driving,100.3064286
6/8/20,Staten Island,Driving,102.4692857
6/9/20,Staten Island,Driving,103.3521429
6/10/20,Staten Island,Driving,104.3014286
6/11/20,Staten Island,Driving,104.7342857
6/12/20,Staten Island,Driving,106.3057143
6/13/20,Staten Island,Driving,107.4928571
6/14/20,Staten Island,Driving,108.275
6/15/20,Staten Island,Driving,109.1535714
6/16/20,Staten Island,Driving,111.1528571
6/17/20,Staten Island,Driving,113.1321429
6/18/20,Staten Island,Driving,114.1635714
6/19/20,Staten Island,Driving,116.29
6/20/20,Staten Island,Driving,117.4357143
6/21/20,Staten Island,Driving,117.7592857
6/22/20,Staten Island,Driving,118.9257143
6/23/20,Staten Island,Driving,120.225
6/24/20,Staten Island,Driving,121.5757143
6/25/20,Staten Island,Driving,123.745
6/26/20,Staten Island,Driving,124.93
6/27/20,Staten Island,Driving,125.4921429
6/28/20,Staten Island,Driving,126.5978571
6/29/20,Staten Island,Driving,127.9985714
6/30/20,Staten Island,Driving,128.5628571
7/1/20,Staten Island,Driving,129.1507143
7/2/20,Staten Island,Driving,131.0221429
7/3/20,Staten Island,Driving,131.0521429
7/4/20,Staten Island,Driving,129.7042857
7/5/20,Staten Island,Driving,130.1535714
7/6/20,Staten Island,Driving,130.1564286
7/7/20,Staten Island,Driving,130.0921429
7/8/20,Staten Island,Driving,129.7742857
7/9/20,Staten Island,Driving,130.0057143
7/10/20,Staten Island,Driving,128.2057143
7/11/20,Staten Island,Driving,128.4078571
7/12/20,Staten Island,Driving,128.8771429
7/13/20,Staten Island,Driving,128.625
7/14/20,Staten Island,Driving,129.5271429
7/15/20,Staten Island,Driving,130.1707143
7/16/20,Staten Island,Driving,129.7771429
7/17/20,Staten Island,Driving,130.3114286
7/18/20,Staten Island,Driving,132.755
7/19/20,Staten Island,Driving,133.6885714
7/20/20,Staten Island,Driving,133.9228571
7/21/20,Staten Island,Driving,134.4171429
7/22/20,Staten Island,Driving,134.4635714
7/23/20,Staten Island,Driving,134.4114286
7/24/20,Staten Island,Driving,135.8578571
7/25/20,Staten Island,Driving,136.8721429
7/26/20,Staten Island,Driving,136.9914286
7/27/20,Staten Island,Driving,137.5342857
7/28/20,Staten Island,Driving,137.3471429
7/29/20,Staten Island,Driving,137.6392857
7/30/20,Staten Island,Driving,137.795
7/31/20,Staten Island,Driving,137.8335714
8/1/20,Staten Island,Driving,138.45
8/2/20,Staten Island,Driving,138.0707143
8/3/20,Staten Island,Driving,138.5007143
8/4/20,Staten Island,Driving,137.7021429
8/5/20,Staten Island,Driving,139.3242857
8/6/20,Staten Island,Driving,140.03
8/7/20,Staten Island,Driving,140.645
8/8/20,Staten Island,Driving,140.8585714
8/9/20,Staten Island,Driving,141.0621429
8/10/20,Staten Island,Driving,141.4792857
8/11/20,Staten Island,Driving,141.9435714
8/12/20,Staten Island,Driving,141.6564286
8/13/20,Staten Island,Driving,141.8071429
8/14/20,Staten Island,Driving,142.93
8/15/20,Staten Island,Driving,142.5278571
8/16/20,Staten Island,Driving,141.9671429
8/17/20,Staten Island,Driving,142.1657143
8/18/20,Staten Island,Driving,143.4607143
8/19/20,Staten Island,Driving,142.1214286
8/20/20,Staten Island,Driving,142.0764286
8/21/20,Staten Island,Driving,142.6885714
8/22/20,Staten Island,Driving,142.7621429
8/23/20,Staten Island,Driving,142.6921429
8/24/20,Staten Island,Driving,142.1764286
8/25/20,Staten Island,Driving,141.915
8/26/20,Staten Island,Driving,142.1421429
8/27/20,Staten Island,Driving,141.5764286
8/28/20,Staten Island,Driving,140.8107143
8/29/20,Staten Island,Driving,139.5771429
8/30/20,Staten Island,Driving,141.0414286
8/31/20,Staten Island,Driving,140.3485714
9/1/20,Staten Island,Driving,139.5878571
9/2/20,Staten Island,Driving,139.3964286
9/3/20,Staten Island,Driving,138.8228571
9/4/20,Staten Island,Driving,138.7042857
9/5/20,Staten Island,Driving,138.1107143
9/6/20,Staten Island,Driving,137.9257143
9/7/20,Staten Island,Driving,136.6378571
9/8/20,Staten Island,Driving,136.1535714
9/9/20,Staten Island,Driving,135.6957143
9/10/20,Staten Island,Driving,135.3971429
9/11/20,Staten Island,Driving,136.2742857
9/12/20,Staten Island,Driving,138.1821429
9/13/20,Staten Island,Driving,137.4164286
9/14/20,Staten Island,Driving,137.8207143
9/15/20,Staten Island,Driving,138.1685714
9/16/20,Staten Island,Driving,138.2285714
9/17/20,Staten Island,Driving,137.7685714
9/18/20,Staten Island,Driving,137.2721429
9/19/20,Staten Island,Driving,137.9014286
9/20/20,Staten Island,Driving,137.6842857
9/21/20,Staten Island,Driving,138.1714286
9/22/20,Staten Island,Driving,137.6357143
9/23/20,Staten Island,Driving,137.1164286
9/24/20,Staten Island,Driving,136.8242857
9/25/20,Staten Island,Driving,136.155
9/26/20,Staten Island,Driving,135.8071429
9/27/20,Staten Island,Driving,135.7835714
9/28/20,Staten Island,Driving,134.7385714
9/29/20,Staten Island,Driving,133.2907143
9/30/20,Staten Island,Driving,132.6285714
10/1/20,Staten Island,Driving,132.6485714
10/2/20,Staten Island,Driving,132.2921429
10/3/20,Staten Island,Driving,132.2921429
10/4/20,Staten Island,Driving,132.1235714
10/5/20,Staten Island,Driving,132.3871429
10/6/20,Staten Island,Driving,132.4057143
10/7/20,Staten Island,Driving,132.3378571
10/8/20,Staten Island,Driving,132.4842857
10/9/20,Staten Island,Driving,132.4907143
10/10/20,Staten Island,Driving,132.7907143
10/11/20,Staten Island,Driving,132.4592857
10/12/20,Staten Island,Driving,131.5514286
10/13/20,Staten Island,Driving,131.17
10/14/20,Staten Island,Driving,131.185
10/15/20,Staten Island,Driving,130.675
10/16/20,Staten Island,Driving,129.8492857
10/17/20,Staten Island,Driving,129.4392857
10/18/20,Staten Island,Driving,129.3464286
10/19/20,Staten Island,Driving,129.3478571
10/20/20,Staten Island,Driving,129.0828571
10/21/20,Staten Island,Driving,128.9085714
10/22/20,Staten Island,Driving,128.6735714
10/23/20,Staten Island,Driving,128.3864286
10/24/20,Staten Island,Driving,127.9064286
10/25/20,Staten Island,Driving,127.7942857
10/26/20,Staten Island,Driving,128.315
10/27/20,Staten Island,Driving,128.7064286
10/28/20,Staten Island,Driving,128.685
10/29/20,Staten Island,Driving,127.7914286
10/30/20,Staten Island,Driving,127.8335714
10/31/20,Staten Island,Driving,127.2128571
11/1/20,Staten Island,Driving,125.9342857
11/2/20,Staten Island,Driving,124.6142857
11/3/20,Staten Island,Driving,123.84
11/4/20,Staten Island,Driving,122.5628571
11/5/20,Staten Island,Driving,121.5542857
11/6/20,Staten Island,Driving,120.3814286
11/7/20,Staten Island,Driving,118.9921429
11/8/20,Staten Island,Driving,118.3314286
11/9/20,Staten Island,Driving,117.7857143
11/10/20,Staten Island,Driving,117.3885714
11/11/20,Staten Island,Driving,116.4492857
11/12/20,Staten Island,Driving,115.7135714
11/13/20,Staten Island,Driving,114.6142857
11/14/20,Staten Island,Driving,113.2421429
11/15/20,Staten Island,Driving,112.5157143
11/16/20,Staten Island,Driving,112.0128571
11/17/20,Staten Island,Driving,111.3592857
11/18/20,Staten Island,Driving,111.2507143
11/19/20,Staten Island,Driving,110.74
11/20/20,Staten Island,Driving,110.2207143
11/21/20,Staten Island,Driving,109.47
11/22/20,Staten Island,Driving,108.4357143
11/23/20,Staten Island,Driving,108.2357143
11/24/20,Staten Island,Driving,108.2828571
11/25/20,Staten Island,Driving,109.2171429
11/26/20,Staten Island,Driving,106.44
11/27/20,Staten Island,Driving,105.045
11/28/20,Staten Island,Driving,103.9692857
11/29/20,Staten Island,Driving,103.9478571
11/30/20,Staten Island,Driving,104.4592857
12/1/20,Staten Island,Driving,104.5907143
12/2/20,Staten Island,Driving,104.51
12/3/20,Staten Island,Driving,104.6228571
12/4/20,Staten Island,Driving,103.77
12/5/20,Staten Island,Driving,102.7728571
12/6/20,Staten Island,Driving,102.8871429
12/7/20,Staten Island,Driving,102.6921429
12/8/20,Staten Island,Driving,101.9642857
12/9/20,Staten Island,Driving,100.4614286
12/10/20,Staten Island,Driving,103.4107143
12/11/20,Staten Island,Driving,104.9557143
12/12/20,Staten Island,Driving,105.5364286
12/13/20,Staten Island,Driving,106.0014286
12/14/20,Staten Island,Driving,105.4721429
12/15/20,Staten Island,Driving,106.0335714
12/16/20,Staten Island,Driving,104.7621429
12/17/20,Staten Island,Driving,101.76
12/18/20,Staten Island,Driving,101.4692857
12/19/20,Staten Island,Driving,102.1235714
12/20/20,Staten Island,Driving,102.1035714
12/21/20,Staten Island,Driving,103.2314286
12/22/20,Staten Island,Driving,104.665
12/23/20,Staten Island,Driving,106.975
12/24/20,Staten Island,Driving,107.11
12/25/20,Staten Island,Driving,102.3564286
12/26/20,Staten Island,Driving,101.0028571
12/27/20,Staten Island,Driving,100.6628571
12/28/20,Staten Island,Driving,101.2085714
12/29/20,Staten Island,Driving,101.0907143
12/30/20,Staten Island,Driving,103.1735714
12/31/20,Staten Island,Driving,106.0178571
1/1/21,Staten Island,Driving,103.1314286
1/2/21,Staten Island,Driving,102.23
1/3/21,Staten Island,Driving,101.575
1/4/21,Staten Island,Driving,100.4507143
1/5/21,Staten Island,Driving,99.10642857
1/6/21,Staten Island,Driving,96.675
1/7/21,Staten Island,Driving,96.19285714
1/8/21,Staten Island,Driving,100.0764286
1/9/21,Staten Island,Driving,100.9535714
1/10/21,Staten Island,Driving,100.7135714
1/11/21,Staten Island,Driving,99.96071429
1/12/21,Staten Island,Driving,99.46285714
1/13/21,Staten Island,Driving,98.58571429
1/14/21,Staten Island,Driving,98.46642857
1/15/21,Staten Island,Driving,102.0414286
1/16/21,Staten Island,Driving,102.67
1/17/21,Staten Island,Driving,103.4507143
1/18/21,Staten Island,Driving,103.685
1/19/21,Staten Island,Driving,103.2392857
1/20/21,Staten Island,Driving,103.1928571
1/21/21,Staten Island,Driving,103.1835714
1/22/21,Staten Island,Driving,103.4121429
1/23/21,Staten Island,Driving,103.625
1/24/21,Staten Island,Driving,103.51
1/25/21,Staten Island,Driving,103.5871429
1/26/21,Staten Island,Driving,102.7071429
1/27/21,Staten Island,Driving,102.5
1/28/21,Staten Island,Driving,102.5942857
1/29/21,Staten Island,Driving,102.0578571
1/30/21,Staten Island,Driving,101.9621429
1/31/21,Staten Island,Driving,101.2935714
2/1/21,Staten Island,Driving,96.26285714
2/2/21,Staten Island,Driving,93.52785714
2/3/21,Staten Island,Driving,92.97142857
2/4/21,Staten Island,Driving,93.05
2/5/21,Staten Island,Driving,93.15357143
2/6/21,Staten Island,Driving,93.505
2/7/21,Staten Island,Driving,91.93428571
2/8/21,Staten Island,Driving,91.555
2/9/21,Staten Island,Driving,91.86142857
2/10/21,Staten Island,Driving,91.99357143
2/11/21,Staten Island,Driving,91.86642857
2/12/21,Staten Island,Driving,92.30857143
2/13/21,Staten Island,Driving,92.38142857
2/14/21,Staten Island,Driving,93.29785714
2/15/21,Staten Island,Driving,97.13928571
2/16/21,Staten Island,Driving,99.66928571
2/17/21,Staten Island,Driving,100.6921429
2/18/21,Staten Island,Driving,97.85642857
2/19/21,Staten Island,Driving,96.32571429
2/20/21,Staten Island,Driving,95.89857143
2/21/21,Staten Island,Driving,97.76928571
2/22/21,Staten Island,Driving,97.655
2/23/21,Staten Island,Driving,98.03428571
2/24/21,Staten Island,Driving,98.48357143
2/25/21,Staten Island,Driving,99.12357143
2/26/21,Staten Island,Driving,99.52071429
2/27/21,Staten Island,Driving,99.73428571
2/28/21,Staten Island,Driving,99.585
3/1/21,Staten Island,Driving,100.4928571
3/2/21,Staten Island,Driving,101.3807143
3/3/21,Staten Island,Driving,101.7885714
3/4/21,Staten Island,Driving,105.3042857
3/5/21,Staten Island,Driving,107.9371429
3/6/21,Staten Island,Driving,108.7978571
3/7/21,Staten Island,Driving,109.3764286
3/8/21,Staten Island,Driving,110.2428571
3/9/21,Staten Island,Driving,110.955
3/10/21,Staten Island,Driving,111.2714286
3/11/21,Staten Island,Driving,112.0142857
3/12/21,Staten Island,Driving,102.9807143
3/13/21,Staten Island,Driving,103.9792857
3/14/21,Staten Island,Driving,105.9864286
3/15/21,Staten Island,Driving,106.4742857
3/16/21,Staten Island,Driving,106.5707143
3/17/21,Staten Island,Driving,106.6207143
3/18/21,Staten Island,Driving,106.5585714
3/19/21,Staten Island,Driving,106.8292857
3/20/21,Staten Island,Driving,107.9071429
3/21/21,Staten Island,Driving,108.8085714
3/22/21,Staten Island,Driving,109.6285714
3/23/21,Staten Island,Driving,110.0728571
3/24/21,Staten Island,Driving,110.4057143
3/25/21,Staten Island,Driving,110.48
3/26/21,Staten Island,Driving,121.5542857
3/27/21,Staten Island,Driving,122.6157143
3/28/21,Staten Island,Driving,120.9478571
3/29/21,Staten Island,Driving,121.8071429
3/30/21,Staten Island,Driving,123.0814286
3/31/21,Staten Island,Driving,124.0657143
4/1/21,Staten Island,Driving,125.2978571
4/2/21,Staten Island,Driving,125.9107143
4/3/21,Staten Island,Driving,125.8735714
4/4/21,Staten Island,Driving,124.8642857
4/5/21,Staten Island,Driving,125.3335714
4/6/21,Staten Island,Driving,126.1435714
4/7/21,Staten Island,Driving,127.1457143
4/8/21,Staten Island,Driving,128.6457143
4/9/21,Staten Island,Driving,128.7921429
4/10/21,Staten Island,Driving,128.9821429
4/11/21,Staten Island,Driving,129.61
4/12/21,Staten Island,Driving,129.4864286
4/13/21,Staten Island,Driving,129.1892857
4/14/21,Staten Island,Driving,129.08
4/15/21,Staten Island,Driving,128.5414286
4/16/21,Staten Island,Driving,128.9035714
4/17/21,Staten Island,Driving,129.525
4/18/21,Staten Island,Driving,131.0107143
4/19/21,Staten Island,Driving,130.6478571
4/20/21,Staten Island,Driving,130.6635714
4/21/21,Staten Island,Driving,129.8064286
4/22/21,Staten Island,Driving,128.5364286
4/23/21,Staten Island,Driving,128.4992857
4/24/21,Staten Island,Driving,129.36
4/25/21,Staten Island,Driving,129.4971429
4/26/21,Staten Island,Driving,129.8685714
4/27/21,Staten Island,Driving,130.2557143
4/28/21,Staten Island,Driving,130.9035714
4/29/21,Staten Island,Driving,131.4921429
4/30/21,Staten Island,Driving,131.9307143
5/1/21,Staten Island,Driving,132.485
5/2/21,Staten Island,Driving,133.1378571
5/3/21,Staten Island,Driving,133.5128571
5/4/21,Staten Island,Driving,133.6221429
5/5/21,Staten Island,Driving,134.0385714
5/6/21,Staten Island,Driving,134.9092857
5/7/21,Staten Island,Driving,135.1821429
5/8/21,Staten Island,Driving,134.8157143
5/9/21,Staten Island,Driving,135.9292857
5/10/21,Staten Island,Driving,135.9878571
5/11/21,Staten Island,Driving,136.2264286
5/12/21,Staten Island,Driving,136.505
5/13/21,Staten Island,Driving,137.6792857
5/14/21,Staten Island,Driving,138.1828571
5/15/21,Staten Island,Driving,138.965
5/16/21,Staten Island,Driving,139.2392857
1/26/20,Staten Island,Transit,102.2592857
1/27/20,Staten Island,Transit,103.4528571
1/28/20,Staten Island,Transit,104.1285714
1/29/20,Staten Island,Transit,104.3342857
1/30/20,Staten Island,Transit,104.41
1/31/20,Staten Island,Transit,104.9264286
2/1/20,Staten Island,Transit,105.9064286
2/2/20,Staten Island,Transit,105.4878571
2/3/20,Staten Island,Transit,106.2585714
2/4/20,Staten Island,Transit,105.6271429
2/5/20,Staten Island,Transit,104.3314286
2/6/20,Staten Island,Transit,101.9542857
2/7/20,Staten Island,Transit,100.8721429
2/8/20,Staten Island,Transit,101.8257143
2/9/20,Staten Island,Transit,101.8192857
2/10/20,Staten Island,Transit,100.9035714
2/11/20,Staten Island,Transit,100.3014286
2/12/20,Staten Island,Transit,99.90714286
2/13/20,Staten Island,Transit,100.0557143
2/14/20,Staten Island,Transit,100.1771429
2/15/20,Staten Island,Transit,100.1257143
2/16/20,Staten Island,Transit,101.1357143
2/17/20,Staten Island,Transit,101.1335714
2/18/20,Staten Island,Transit,102.2878571
2/19/20,Staten Island,Transit,103.4014286
2/20/20,Staten Island,Transit,104.065
2/21/20,Staten Island,Transit,104.4964286
2/22/20,Staten Island,Transit,105.0028571
2/23/20,Staten Island,Transit,105.2307143
2/24/20,Staten Island,Transit,105.1228571
2/25/20,Staten Island,Transit,105.05
2/26/20,Staten Island,Transit,105.1821429
2/27/20,Staten Island,Transit,105.0178571
2/28/20,Staten Island,Transit,105.0121429
2/29/20,Staten Island,Transit,105.4707143
3/1/20,Staten Island,Transit,105.4207143
3/2/20,Staten Island,Transit,105.5485714
3/3/20,Staten Island,Transit,104.5771429
3/4/20,Staten Island,Transit,104.28
3/5/20,Staten Island,Transit,103.9257143
3/6/20,Staten Island,Transit,103.5371429
3/7/20,Staten Island,Transit,103.32
3/8/20,Staten Island,Transit,103.2742857
3/9/20,Staten Island,Transit,103.7321429
3/10/20,Staten Island,Transit,103.295
3/11/20,Staten Island,Transit,102.7328571
3/12/20,Staten Island,Transit,101.1057143
3/13/20,Staten Island,Transit,98.93285714
3/14/20,Staten Island,Transit,96.095
3/15/20,Staten Island,Transit,93.40142857
3/16/20,Staten Island,Transit,89.66928571
3/17/20,Staten Island,Transit,85.40357143
3/18/20,Staten Island,Transit,80.20142857
3/19/20,Staten Island,Transit,75.48214286
3/20/20,Staten Island,Transit,70.47428571
3/21/20,Staten Island,Transit,65.105
3/22/20,Staten Island,Transit,60.87714286
3/23/20,Staten Island,Transit,54.93857143
3/24/20,Staten Island,Transit,49.97928571
3/25/20,Staten Island,Transit,44.90428571
3/26/20,Staten Island,Transit,41.05428571
3/27/20,Staten Island,Transit,37.14142857
3/28/20,Staten Island,Transit,33.78357143
3/29/20,Staten Island,Transit,31.56785714
3/30/20,Staten Island,Transit,29.51714286
3/31/20,Staten Island,Transit,27.82571429
4/1/20,Staten Island,Transit,26.47428571
4/2/20,Staten Island,Transit,25.05
4/3/20,Staten Island,Transit,23.92
4/4/20,Staten Island,Transit,23.27785714
4/5/20,Staten Island,Transit,22.72642857
4/6/20,Staten Island,Transit,22.54142857
4/7/20,Staten Island,Transit,22.09857143
4/8/20,Staten Island,Transit,21.82642857
4/9/20,Staten Island,Transit,21.42071429
4/10/20,Staten Island,Transit,21.05357143
4/11/20,Staten Island,Transit,21.07142857
4/12/20,Staten Island,Transit,20.91142857
4/13/20,Staten Island,Transit,20.81285714
4/14/20,Staten Island,Transit,20.90928571
4/15/20,Staten Island,Transit,20.97571429
4/16/20,Staten Island,Transit,21.05714286
4/17/20,Staten Island,Transit,20.99714286
4/18/20,Staten Island,Transit,21.01857143
4/19/20,Staten Island,Transit,21.06928571
4/20/20,Staten Island,Transit,20.95071429
4/21/20,Staten Island,Transit,21.07428571
4/22/20,Staten Island,Transit,21.07714286
4/23/20,Staten Island,Transit,21.16214286
4/24/20,Staten Island,Transit,21.17285714
4/25/20,Staten Island,Transit,21.30071429
4/26/20,Staten Island,Transit,21.36
4/27/20,Staten Island,Transit,21.415
4/28/20,Staten Island,Transit,21.47214286
4/29/20,Staten Island,Transit,21.49357143
4/30/20,Staten Island,Transit,21.56071429
